Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Sex offenses - Non-forcible,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson,Forcible sex offense incidence rate,Non-forcible sex offense incidence rate,Robbery incidence rate,Aggravated assault rate,Burglary incidence rate,Motor vehicle theft incidence rate,Arson incidence rate,State,lat,long
2005,134097,Florida State University,1,Main Campus,39146,0,0,11,3,7,5,52,19,0,0.0280999336,0.0076636182,0.0178817759,0.0127726971,0.1328360497,0.0485362489,0,FL,30.441878,-84.298489
2006,134097,Florida State University,1,Main Campus,39973,0,0,7,0,11,12,78,10,5,0.0175118205,0,0.027518575,0.0300202637,0.1951317139,0.0250168864,0.0125084432,FL,30.441878,-84.298489
2007,134097,Florida State University,1,Main Campus,40555,0,0,11,0,8,5,69,20,3,0.0271236592,0,0.0197262976,0.012328936,0.170139317,0.0493157441,0.0073973616,FL,30.441878,-84.298489
2008,134097,Florida State University,1,Main Campus,38682,0,0,6,0,8,20,61,18,8,0.0155110904,0,0.0206814539,0.0517036348,0.157696086,0.0465332713,0.0206814539,FL,30.441878,-84.298489
2009,134097,Florida State University,1,Main Campus,39785,0,0,10,0,9,7,68,10,6,0.0251351012,0,0.0226215911,0.0175945708,0.1709186879,0.0251351012,0.0150810607,FL,30.441878,-84.298489
2010,134097,Florida State University,1,Main Campus,40416,0,0,4,0,11,10,90,10,9,0.0098970705,0,0.0272169438,0.0247426762,0.2226840855,0.0247426762,0.0222684086,FL,30.441878,-84.298489
2011,134097,Florida State University,1,Main Campus,41087,0,1,2,0,8,8,67,10,1,0.0048677197,0,0.0194708789,0.0194708789,0.1630686105,0.0243385986,0.0024338599,FL,30.441878,-84.298489
2012,134097,Florida State University,1,Main Campus,40695,0,0,4,0,12,3,64,19,3,0.0098292173,0,0.029487652,0.007371913,0.1572674776,0.0466887824,0.007371913,FL,30.441878,-84.298489
2013,134097,Florida State University,1,Main Campus,40909,0,0,10,0,5,0,38,8,3,0.0244444988,0,0.0122222494,0,0.0928890953,0.019555599,0.0073333496,FL,30.441878,-84.298489
2001,232186,George Mason University,1,Main Campus,24897,0,0,9,0,1,1,17,0,1,0.0361489336,0,0.0040165482,0.0040165482,0.068281319,0,0.0040165482,VA,38.830935,-77.307354
2002,232186,George Mason University,1,Main Campus,26796,0,0,3,0,1,1,18,13,2,0.0111957009,0,0.0037319003,0.0037319003,0.0671742051,0.0485147037,0.0074638006,VA,38.830935,-77.307354
2003,232186,George Mason University,1,Main Campus,28246,0,0,16,0,1,5,19,20,3,0.0566451887,0,0.0035403243,0.0177016215,0.0672661616,0.0708064859,0.0106209729,VA,38.830935,-77.307354
2004,232186,George Mason University,1,Main Campus,28874,0,0,19,0,1,2,12,5,5,0.0658031447,0,0.0034633234,0.0069266468,0.0415598809,0.017316617,0.017316617,VA,38.830935,-77.307354
2005,232186,George Mason University,1,Main Campus,29728,0,0,6,0,3,4,9,7,1,0.0201829925,0,0.0100914962,0.0134553283,0.0302744887,0.0235468245,0.0033638321,VA,38.830935,-77.307354
2006,232186,George Mason University,1,Main Campus,29889,0,0,9,0,2,6,9,3,0,0.0301114122,0,0.0066914249,0.0200742748,0.0301114122,0.0100371374,0,VA,38.830935,-77.307354
2007,232186,George Mason University,1,Main Campus,30276,0,0,12,0,1,2,9,3,4,0.0396353547,0,0.0033029462,0.0066058925,0.0297265161,0.0099088387,0.0132117849,VA,38.830935,-77.307354
2008,232186,George Mason University,1,Main Campus,30613,0,0,11,0,1,0,11,0,0,0.035932447,0,0.0032665861,0,0.035932447,0,0,VA,38.830935,-77.307354
2009,232186,George Mason University,1,Main Campus,32067,0,0,5,0,0,1,4,4,2,0.0155923535,0,0,0.0031184707,0.0124738828,0.0124738828,0.0062369414,VA,38.830935,-77.307354
2010,232186,George Mason University,1,Main Campus,32562,0,0,5,0,1,2,22,5,0,0.0153553222,0,0.0030710644,0.0061421289,0.0675634175,0.0153553222,0,VA,38.830935,-77.307354
2011,232186,George Mason University,1,Main Campus,33320,0,0,8,0,0,0,31,0,0,0.0240096038,0,0,0,0.0930372149,0,0,VA,38.830935,-77.307354
2012,232186,George Mason University,1,Main Campus,32961,0,0,7,0,1,3,40,3,2,0.0212372197,0,0.0030338885,0.0091016656,0.1213555414,0.0091016656,0.0060677771,VA,38.830935,-77.307354
2013,232186,George Mason University,1,Main Campus,33917,0,0,9,1,1,2,11,1,1,0.0265353657,0.002948374,0.002948374,0.0058967479,0.0324321137,0.002948374,0.002948374,VA,38.830935,-77.307354
2001,139940,Georgia State University,1,Main Campus,25743,0,0,2,2,4,0,18,3,0,0.0077691023,0.0077691023,0.0155382046,0,0.0699219205,0.0116536534,0,GA,33.753068,-84.385282
2002,139940,Georgia State University,1,Main Campus,27462,0,0,2,3,4,2,26,6,0,0.0072827908,0.0109241861,0.0145655815,0.0072827908,0.09467628,0.0218483723,0,GA,33.753068,-84.385282
2003,139940,Georgia State University,1,Main Campus,28042,0,0,0,0,3,2,13,7,0,0,0,0.0106982384,0.0071321589,0.0463590329,0.0249625562,0,GA,33.753068,-84.385282
2004,139940,Georgia State University,1,Main Campus,27261,0,0,1,0,1,1,8,10,0,0.003668244,0,0.003668244,0.003668244,0.0293459521,0.0366824401,0,GA,33.753068,-84.385282
2005,139940,Georgia State University,1,Main Campus,25967,0,0,1,0,4,1,24,4,0,0.0038510417,0,0.0154041668,0.0038510417,0.092425001,0.0154041668,0,GA,33.753068,-84.385282
2006,139940,Georgia State University,1,Main Campus,26135,0,0,1,0,3,1,13,3,0,0.0038262866,0,0.0114788598,0.0038262866,0.0497417257,0.0114788598,0,GA,33.753068,-84.385282
2007,139940,Georgia State University,1,Main Campus,27134,0,0,2,0,9,4,12,2,0,0.0073708263,0,0.0331687182,0.0147416525,0.0442249576,0.0073708263,0,GA,33.753068,-84.385282
2008,139940,Georgia State University,1,Main Campus,28229,0,0,1,0,2,2,1,4,1,0.0035424563,0,0.0070849127,0.0070849127,0.0035424563,0.0141698254,0.0035424563,GA,33.753068,-84.385282
2009,139940,Georgia State University,1,Main Campus,30427,0,0,4,0,8,1,8,6,0,0.0131462188,0,0.0262924376,0.0032865547,0.0262924376,0.0197193282,0,GA,33.753068,-84.385282
2010,139940,Georgia State University,1,Main Campus,31533,0,0,1,0,1,3,10,1,0,0.0031712809,0,0.0031712809,0.0095138426,0.0317128088,0.0031712809,0,GA,33.753068,-84.385282
2010,139940,Georgia State University,2,RCB Alpharetta Center,31533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,33.753068,-84.385282
2011,139940,Georgia State University,1,Main Campus,32022,0,0,4,0,4,2,8,2,0,0.0124914122,0,0.0124914122,0.0062457061,0.0249828243,0.0062457061,0,GA,33.753068,-84.385282
2011,139940,Georgia State University,2,RCB Alpharetta Center,32022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,33.753068,-84.385282
2012,139940,Georgia State University,1,Main Campus,32087,0,0,8,0,7,3,4,0,0,0.0249322155,0,0.0218156886,0.0093495808,0.0124661078,0,0,GA,33.753068,-84.385282
2012,139940,Georgia State University,2,RCB Alpharetta Center,32087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,33.753068,-84.385282
2013,139940,Georgia State University,1,Main Campus,32165,0,0,5,0,2,3,5,7,0,0.0155448469,0,0.0062179388,0.0093269081,0.0155448469,0.0217627856,0,GA,33.753068,-84.385282
2013,139940,Georgia State University,2,RCB Alpharetta Center,32165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,33.753068,-84.385282
2001,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,37963,0,0,10,0,5,0,68,5,1,0.0263414377,0,0.0131707189,0,0.1791217765,0.0131707189,0.0026341438,IN,39.168071,-86.525864
2002,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,38903,0,0,17,0,3,3,53,5,1,0.0436984294,0,0.0077114875,0.0077114875,0.13623628,0.0128524792,0.0025704958,IN,39.168071,-86.525864
2003,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,38589,0,0,6,0,1,5,49,1,0,0.0155484724,0,0.0025914121,0.0129570603,0.126979191,0.0025914121,0,IN,39.168071,-86.525864
2004,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,37821,0,0,3,0,4,0,56,0,1,0.0079321012,0,0.010576135,0,0.1480658893,0,0.0026440337,IN,39.168071,-86.525864
2005,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,37958,0,0,15,0,1,1,33,0,0,0.0395173613,0,0.0026344908,0.0026344908,0.0869381948,0,0,IN,39.168071,-86.525864
2006,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,38247,0,0,9,0,1,6,52,6,0,0.0235312574,0,0.0026145842,0.0156875049,0.1359583758,0.0156875049,0,IN,39.168071,-86.525864
2007,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,38990,0,0,8,0,5,9,75,13,0,0.0205180816,0,0.012823801,0.0230828418,0.1923570146,0.0333418825,0,IN,39.168071,-86.525864
2008,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,40354,0,0,5,0,2,0,48,9,1,0.0123903454,0,0.0049561382,0,0.1189473163,0.0223026218,0.0024780691,IN,39.168071,-86.525864
2009,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,42347,0,0,21,0,1,2,31,10,0,0.0495902897,0,0.0023614424,0.0047228847,0.0732047134,0.0236144237,0,IN,39.168071,-86.525864
2010,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,42464,0,0,16,1,4,7,52,7,2,0.0376789751,0.0023549359,0.0094197438,0.0164845516,0.1224566692,0.0164845516,0.0047098719,IN,39.168071,-86.525864
2011,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,42731,0,0,11,0,3,12,89,18,3,0.0257424352,0,0.0070206642,0.0280826566,0.2082797033,0.0421239849,0.0070206642,IN,39.168071,-86.525864
2012,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,42133,0,0,27,0,2,6,71,14,1,0.0640827855,0,0.004746873,0.014240619,0.1685139914,0.033228111,0.0023734365,IN,39.168071,-86.525864
2013,151351,Indiana University-Bloomington,1,Indiana University - Bloomington Campus,46817,0,0,15,0,0,9,57,11,2,0.0320396437,0,0,0.0192237862,0.1217506461,0.0234957387,0.0042719525,IN,39.168071,-86.525864
2001,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,28339,0,0,1,0,4,1,10,5,0,0.003528706,0,0.0141148241,0.003528706,0.0352870602,0.0176435301,0,IN,39.773869,-86.176243
2001,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,28339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2002,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,29025,0,0,1,0,4,0,10,9,0,0.0034453058,0,0.0137812231,0,0.0344530577,0.0310077519,0,IN,39.773869,-86.176243
2002,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,29025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2003,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,29860,0,0,0,0,0,2,6,19,0,0,0,0,0.0066979236,0.0200937709,0.0636302746,0,IN,39.773869,-86.176243
2003,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,29860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2004,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,29953,0,0,0,0,1,0,173,9,1,0,0,0.0033385637,0,0.5775715287,0.0300470737,0.0033385637,IN,39.773869,-86.176243
2004,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,29953,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0033385637,0,IN,39.773869,-86.176243
2005,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,29933,0,0,4,0,5,0,99,6,0,0.0133631778,0,0.0167039722,0,0.3307386497,0.0200447666,0,IN,39.773869,-86.176243
2005,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,29933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2006,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,29764,0,0,1,0,1,2,73,24,0,0.0033597635,0,0.0033597635,0.0067195269,0.2452627335,0.0806343233,0,IN,39.773869,-86.176243
2006,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,29764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2007,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,29854,0,0,1,0,0,6,93,11,0,0.0033496349,0,0,0.0200978093,0.3115160448,0.0368459838,0,IN,39.773869,-86.176243
2007,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,29854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2008,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,30300,0,0,1,0,3,2,67,17,1,0.00330033,0,0.0099009901,0.0066006601,0.2211221122,0.0561056106,0.00330033,IN,39.773869,-86.176243
2008,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,30300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2009,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,30383,0,0,1,0,3,4,60,13,1,0.0032913142,0,0.0098739427,0.0131652569,0.1974788533,0.0427870849,0.0032913142,IN,39.773869,-86.176243
2009,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,30383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2010,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,30566,0,0,2,0,2,1,40,9,0,0.006543218,0,0.006543218,0.003271609,0.1308643591,0.0294444808,0,IN,39.773869,-86.176243
2010,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,30566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2011,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,30530,0,0,2,0,3,7,51,10,1,0.0065509335,0,0.0098264003,0.0229282673,0.1670488045,0.0327546675,0.0032754668,IN,39.773869,-86.176243
2011,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,30530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,30451,0,0,1,0,0,6,62,5,1,0.0032839644,0,0,0.0197037864,0.2036057929,0.016419822,0.0032839644,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,30451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,3,IUSM ? Bloomington,30451,0,0,27,0,2,6,71,14,1,0.0886670388,0,0.0065679288,0.0197037864,0.2331614725,0.0459755016,0.0032839644,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,4,IUSM ? Evansville,30451,0,0,6,0,0,0,2,0,3,0.0197037864,0,0,0,0.0065679288,0,0.0098518932,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,5,IUSM ? Ft. Wayne,30451,0,0,0,1,0,0,4,0,0,0,0.0032839644,0,0,0.0131358576,0,0,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,6,IUSM ? Lafayette,30451,0,0,2,0,5,6,13,4,1,0.0065679288,0,0.016419822,0.0197037864,0.0426915372,0.0131358576,0.0032839644,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,7,IUSM ? Muncie,30451,0,0,8,0,0,4,9,0,4,0.0262717152,0,0,0.0131358576,0.0295556796,0,0.0131358576,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,8,IUSM ? Northwest,30451,0,0,1,0,1,1,0,2,0,0.0032839644,0,0.0032839644,0.0032839644,0,0.0065679288,0,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,9,IUSM ? South Bend,30451,0,0,7,0,2,1,35,6,0,0.0229877508,0,0.0065679288,0.0032839644,0.1149387541,0.0197037864,0,IN,39.773869,-86.176243
2012,151111,Indiana University-Purdue University-Indianapolis,10,IUSM ? Terre Haute,30451,1,0,10,0,0,5,17,1,1,0.032839644,0,0,0.016419822,0.0558273948,0.0032839644,0.0032839644,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,1,Main Campus,30488,0,0,4,0,4,2,45,5,1,0.013119916,0,0.013119916,0.006559958,0.1475990554,0.016399895,0.003279979,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,2,Indiana University Purdue University Columbus,30488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,3,IUSM ? Bloomington,30488,0,0,15,0,0,9,57,11,2,0.0491996851,0,0,0.0295198111,0.1869588035,0.0360797691,0.006559958,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,4,IUSM ? Evansville,30488,0,0,0,0,0,0,2,0,1,0,0,0,0,0.006559958,0,0.003279979,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,5,IUSM ? Ft. Wayne,30488,0,0,4,0,1,0,5,1,0,0.013119916,0,0.003279979,0,0.016399895,0.003279979,0,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,6,IUSM ? Lafayette,30488,0,0,5,0,0,1,11,0,2,0.016399895,0,0,0.003279979,0.0360797691,0,0.006559958,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,7,IUSM ? Muncie,30488,0,0,17,0,2,3,13,2,0,0.0557596431,0,0.006559958,0.009839937,0.0426397271,0.006559958,0,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,8,IUSM ? Northwest,30488,0,0,2,1,0,0,0,1,1,0.006559958,0.003279979,0,0,0,0.003279979,0.003279979,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,9,IUSM ? South Bend,30488,0,0,15,0,0,1,13,9,0,0.0491996851,0,0,0.003279979,0.0426397271,0.0295198111,0,IN,39.773869,-86.176243
2013,151111,Indiana University-Purdue University-Indianapolis,10,IUSM ? Terre Haute,30488,0,0,4,0,2,0,24,0,0,0.013119916,0,0.006559958,0,0.0787194962,0,0,IN,39.773869,-86.176243
2001,153603,Iowa State University,1,Iowa State University,27823,0,0,6,0,1,1,39,6,7,0.0215648924,0,0.0035941487,0.0035941487,0.1401718003,0.0215648924,0.0251590411,IA,42.026619,-93.646465
2002,153603,Iowa State University,1,Iowa State University,27898,0,0,5,0,0,3,26,5,8,0.0179224317,0,0,0.010753459,0.0931966449,0.0179224317,0.0286758907,IA,42.026619,-93.646465
2003,153603,Iowa State University,1,Iowa State University,27380,0,0,5,0,0,5,40,2,2,0.0182615047,0,0,0.0182615047,0.146092038,0.0073046019,0.0073046019,IA,42.026619,-93.646465
2004,153603,Iowa State University,1,Iowa State University,26380,0,0,4,0,1,3,31,7,9,0.0151630023,0,0.0037907506,0.0113722517,0.1175132676,0.026535254,0.0341167551,IA,42.026619,-93.646465
2005,153603,Iowa State University,1,Iowa State University,25741,0,0,5,0,2,7,34,2,7,0.0194242648,0,0.0077697059,0.0271939707,0.1320850006,0.0077697059,0.0271939707,IA,42.026619,-93.646465
2006,153603,Iowa State University,1,Iowa State University,25462,0,0,8,0,0,4,37,8,11,0.03141937,0,0,0.015709685,0.1453145864,0.03141937,0.0432016338,IA,42.026619,-93.646465
2007,153603,Iowa State University,1,Iowa State University,26160,0,0,4,0,2,7,43,6,3,0.0152905199,0,0.0076452599,0.0267584098,0.1643730887,0.0229357798,0.0114678899,IA,42.026619,-93.646465
2008,153603,Iowa State University,1,Iowa State University,26856,0,0,10,0,0,8,36,2,3,0.037235627,0,0,0.0297885016,0.1340482574,0.0074471254,0.0111706881,IA,42.026619,-93.646465
2009,153603,Iowa State University,1,Iowa State University,27945,0,0,20,0,1,3,36,4,3,0.0715691537,0,0.0035784577,0.0107353731,0.1288244767,0.0143138307,0.0107353731,IA,42.026619,-93.646465
2010,153603,Iowa State University,1,Iowa State University,28682,0,0,7,0,1,14,24,2,1,0.0244055505,0,0.0034865072,0.048811101,0.0836761732,0.0069730144,0.0034865072,IA,42.026619,-93.646465
2011,153603,Iowa State University,1,Iowa State University,29611,0,0,6,0,1,8,47,2,2,0.0202627402,0,0.0033771234,0.0270169869,0.1587247982,0.0067542467,0.0067542467,IA,42.026619,-93.646465
2012,153603,Iowa State University,1,Iowa State University,30748,0,0,10,0,0,1,35,1,3,0.0325224405,0,0,0.003252244,0.1138285417,0.003252244,0.0097567321,IA,42.026619,-93.646465
2013,153603,Iowa State University,1,Iowa State University,32955,0,0,14,0,0,2,14,5,2,0.0424821727,0,0,0.0060688818,0.0424821727,0.0151722045,0.0060688818,IA,42.026619,-93.646465
2001,203517,Kent State University at Kent,1,Main Campus,22828,0,0,2,0,0,1,4,1,2,0.0087611705,0,0,0.0043805852,0.017522341,0.0043805852,0.0087611705,OH,41.149063,-81.341465
2002,203517,Kent State University at Kent,1,Main Campus,23504,0,0,2,0,0,0,4,3,1,0.0085091899,0,0,0,0.0170183799,0.0127637849,0.004254595,OH,41.149063,-81.341465
2003,203517,Kent State University at Kent,1,Main Campus,24242,0,0,1,0,0,0,17,2,1,0.0041250722,0,0,0,0.0701262272,0.0082501444,0.0041250722,OH,41.149063,-81.341465
2004,203517,Kent State University at Kent,1,Main Campus,24347,0,0,2,0,0,0,17,1,0,0.0082145644,0,0,0,0.0698237976,0.0041072822,0,OH,41.149063,-81.341465
2005,203517,Kent State University at Kent,1,Main Campus,23622,0,0,0,0,3,1,28,0,0,0,0,0.0127000254,0.0042333418,0.1185335704,0,0,OH,41.149063,-81.341465
2006,203517,Kent State University at Kent,1,Main Campus,22697,0,0,0,0,0,0,25,1,0,0,0,0,0,0.1101467154,0.0044058686,0,OH,41.149063,-81.341465
2007,203517,Kent State University at Kent,1,Main Campus,22819,0,0,1,0,0,0,31,2,0,0.004382313,0,0,0,0.1358517025,0.008764626,0,OH,41.149063,-81.341465
2008,203517,Kent State University at Kent,1,Main Campus,22944,0,0,2,0,3,2,19,0,0,0.0087168759,0,0.0130753138,0.0087168759,0.0828103208,0,0,OH,41.149063,-81.341465
2009,203517,Kent State University at Kent,1,Main Campus,25127,0,0,2,0,4,0,15,3,0,0.0079595654,0,0.0159191308,0,0.0596967406,0.0119393481,0,OH,41.149063,-81.341465
2010,203517,Kent State University at Kent,1,Main Campus,26589,0,0,2,0,1,1,30,4,0,0.0075219076,0,0.0037609538,0.0037609538,0.1128286133,0.0150438151,0,OH,41.149063,-81.341465
2011,203517,Kent State University at Kent,1,Main Campus,27855,0,0,3,0,1,1,17,1,1,0.0107700592,0,0.0035900197,0.0035900197,0.0610303357,0.0035900197,0.0035900197,OH,41.149063,-81.341465
2012,203517,Kent State University at Kent,1,Main Campus,28602,0,0,3,0,3,2,8,1,5,0.010488777,0,0.010488777,0.006992518,0.027970072,0.003496259,0.017481295,OH,41.149063,-81.341465
2012,203517,Kent State University at Kent,2,Kent State University College of Podiatric Medicine - Independence Campus,28602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OH,41.149063,-81.341465
2013,203517,Kent State University at Kent,1,Main Campus,28998,0,0,8,0,1,2,5,0,16,0.0275881095,0,0.0034485137,0.0068970274,0.0172425685,0,0.055176219,OH,41.149063,-81.341465
2013,203517,Kent State University at Kent,2,Kent State University College of Podiatric Medicine - Independence Campus,28998,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0034485137,0,0,OH,41.149063,-81.341465
2001,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,32059,0,0,1,0,5,43,123,9,0,0.0031192489,0,0.0155962444,0.134127702,0.3836676128,0.02807324,0,LA,30.413258,-91.180002
2002,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,32228,0,0,1,0,11,8,97,19,0,0.0031028919,0,0.0341318108,0.0248231352,0.3009805138,0.058954946,0,LA,30.413258,-91.180002
2003,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,31934,0,0,2,0,1,11,85,22,0,0.0062629173,0,0.0031314586,0.034446045,0.2661739838,0.0688920899,0,LA,30.413258,-91.180002
2004,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,32241,0,0,4,0,9,10,31,23,2,0.0124065631,0,0.0279147669,0.0310164077,0.0961508638,0.0713377377,0.0062032815,LA,30.413258,-91.180002
2005,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,34128,0,0,3,0,3,6,126,21,0,0.008790436,0,0.008790436,0.017580872,0.3691983122,0.061533052,0,LA,30.413258,-91.180002
2006,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,29925,0,0,2,0,13,10,127,19,2,0.0066833751,0,0.0434419382,0.0334168755,0.4243943191,0.0634920635,0.0066833751,LA,30.413258,-91.180002
2007,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,28628,2,0,1,0,9,6,119,23,2,0.0034930837,0,0.0314377532,0.0209585022,0.4156769596,0.080340925,0.0069861674,LA,30.413258,-91.180002
2008,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,28810,0,0,6,0,4,4,99,22,4,0.020826102,0,0.013884068,0.013884068,0.3436306838,0.0763623742,0.013884068,LA,30.413258,-91.180002
2009,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,28643,0,0,3,1,12,17,31,12,3,0.0104737632,0.0034912544,0.0418950529,0.0593513249,0.1082288866,0.0418950529,0.0104737632,LA,30.413258,-91.180002
2010,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,29451,0,0,5,0,5,10,13,13,3,0.0169773522,0,0.0169773522,0.0339547044,0.0441411158,0.0441411158,0.0101864113,LA,30.413258,-91.180002
2011,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,29718,0,0,2,0,9,9,47,10,3,0.006729928,0,0.030284676,0.030284676,0.1581533078,0.0336496399,0.010094892,LA,30.413258,-91.180002
2012,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,30225,0,0,3,0,13,11,49,0,0,0.0099255583,0,0.0430107527,0.0363937138,0.1621174524,0,0,LA,30.413258,-91.180002
2013,159391,Louisiana State University and Agricultural & Mechanical College,1,Main Campus,30478,0,0,10,0,13,7,51,6,0,0.0328105519,0,0.0426537174,0.0229673863,0.1673338146,0.0196863311,0,LA,30.413258,-91.180002
2001,135717,Miami Dade College,1,Main-Wolfson,51717,0,0,0,0,2,1,12,9,0,0,0,0.0038672003,0.0019336002,0.023203202,0.0174024015,0,FL,25.777662,-80.190764
2001,135717,Miami Dade College,2,North Campus,51717,0,0,0,0,4,0,10,11,0,0,0,0.0077344007,0,0.0193360017,0.0212696019,0,FL,25.777662,-80.190764
2001,135717,Miami Dade College,3,Kendall Campus,51717,0,0,1,2,0,15,25,11,2,0.0019336002,0.0038672003,0,0.0290040026,0.0483400043,0.0212696019,0.0038672003,FL,25.777662,-80.190764
