Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Sex offenses - Non-forcible,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson,Forcible sex offense incidence rate,Non-forcible sex offense incidence rate,Robbery incidence rate,Aggravated assault rate,Burglary incidence rate,Motor vehicle theft incidence rate,Arson incidence rate,State,lat,long
2001,135717,Miami Dade College,5,Medical Center Campus,51717,0,0,0,0,0,0,5,1,0,0,0,0,0,0.0096680009,0.0019336002,0,FL,25.777662,-80.190764
2001,135717,Miami Dade College,6,Homestead Campus,51717,0,0,0,0,1,1,9,2,0,0,0,0.0019336002,0.0019336002,0.0174024015,0.0038672003,0,FL,25.777662,-80.190764
2001,135717,Miami Dade College,7,InterAmerican Campus,51717,0,0,0,0,0,0,10,1,0,0,0,0,0,0.0193360017,0.0019336002,0,FL,25.777662,-80.190764
2002,135717,Miami Dade College,1,Main-Wolfson,54926,0,0,0,0,1,0,24,1,1,0,0,0.0018206314,0,0.0436951535,0.0018206314,0.0018206314,FL,25.777662,-80.190764
2002,135717,Miami Dade College,2,North Campus,54926,0,0,0,0,2,0,33,38,0,0,0,0.0036412628,0,0.060080836,0.069183993,0,FL,25.777662,-80.190764
2002,135717,Miami Dade College,3,Kendall Campus,54926,0,0,0,0,0,0,7,1,1,0,0,0,0,0.0127444198,0.0018206314,0.0018206314,FL,25.777662,-80.190764
2002,135717,Miami Dade College,5,Medical Center Campus,54926,0,0,0,0,0,1,1,2,0,0,0,0,0.0018206314,0.0018206314,0.0036412628,0,FL,25.777662,-80.190764
2002,135717,Miami Dade College,6,Homestead Campus,54926,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0018206314,0,0,FL,25.777662,-80.190764
2002,135717,Miami Dade College,7,InterAmerican Campus,54926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2003,135717,Miami Dade College,1,Main-Wolfson,58490,0,0,0,0,0,1,90,0,0,0,0,0,0.001709694,0.1538724568,0,0,FL,25.777662,-80.190764
2003,135717,Miami Dade College,2,North Campus,58490,0,0,0,0,0,0,13,20,0,0,0,0,0,0.0222260215,0.0341938793,0,FL,25.777662,-80.190764
2003,135717,Miami Dade College,3,Kendall Campus,58490,0,0,0,0,3,2,7,9,0,0,0,0.0051290819,0.0034193879,0.0119678578,0.0153872457,0,FL,25.777662,-80.190764
2003,135717,Miami Dade College,5,Medical Center Campus,58490,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0034193879,0,0,FL,25.777662,-80.190764
2003,135717,Miami Dade College,6,Homestead Campus,58490,0,0,0,0,1,0,10,0,0,0,0,0.001709694,0,0.0170969396,0,0,FL,25.777662,-80.190764
2003,135717,Miami Dade College,7,InterAmerican Campus,58490,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001709694,0,FL,25.777662,-80.190764
2004,135717,Miami Dade College,1,Main-Wolfson,57026,0,0,0,0,0,0,20,1,0,0,0,0,0,0.0350717217,0.0017535861,0,FL,25.777662,-80.190764
2004,135717,Miami Dade College,2,North Campus,57026,0,0,0,0,1,1,17,16,0,0,0,0.0017535861,0.0017535861,0.0298109634,0.0280573773,0,FL,25.777662,-80.190764
2004,135717,Miami Dade College,3,Kendall Campus,57026,0,0,0,0,1,0,1,10,0,0,0,0.0017535861,0,0.0017535861,0.0175358608,0,FL,25.777662,-80.190764
2004,135717,Miami Dade College,5,Medical Center Campus,57026,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0035071722,0,FL,25.777662,-80.190764
2004,135717,Miami Dade College,6,Homestead Campus,57026,0,0,0,0,0,0,2,2,0,0,0,0,0,0.0035071722,0.0035071722,0,FL,25.777662,-80.190764
2004,135717,Miami Dade College,7,InterAmerican Campus,57026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0017535861,0,FL,25.777662,-80.190764
2005,135717,Miami Dade College,1,Main-Wolfson,54169,0,0,0,0,0,0,10,0,0,0,0,0,0,0.0184607432,0,0,FL,25.777662,-80.190764
2005,135717,Miami Dade College,2,North Campus,54169,1,0,0,0,1,0,3,7,0,0,0,0.0018460743,0,0.005538223,0.0129225203,0,FL,25.777662,-80.190764
2005,135717,Miami Dade College,3,Kendall Campus,54169,0,0,0,0,2,0,2,9,0,0,0,0.0036921486,0,0.0036921486,0.0166146689,0,FL,25.777662,-80.190764
2005,135717,Miami Dade College,5,Medical Center Campus,54169,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.005538223,0,FL,25.777662,-80.190764
2005,135717,Miami Dade College,6,Homestead Campus,54169,0,0,0,0,0,1,4,0,0,0,0,0,0.0018460743,0.0073842973,0,0,FL,25.777662,-80.190764
2005,135717,Miami Dade College,7,InterAmerican Campus,54169,0,0,0,0,0,1,0,0,0,0,0,0,0.0018460743,0,0,0,FL,25.777662,-80.190764
2006,135717,Miami Dade College,1,Main-Wolfson,51329,0,0,1,0,0,1,21,1,0,0.0019482164,0,0,0.0019482164,0.0409125446,0.0019482164,0,FL,25.777662,-80.190764
2006,135717,Miami Dade College,2,North Campus,51329,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0.0155857313,0,FL,25.777662,-80.190764
2006,135717,Miami Dade College,3,Kendall Campus,51329,0,0,0,0,1,2,0,12,1,0,0,0.0019482164,0.0038964328,0,0.0233785969,0.0019482164,FL,25.777662,-80.190764
2006,135717,Miami Dade College,5,Medical Center Campus,51329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2006,135717,Miami Dade College,6,Homestead Campus,51329,0,0,0,0,1,2,7,3,0,0,0,0.0019482164,0.0038964328,0.0136375149,0.0058446492,0,FL,25.777662,-80.190764
2006,135717,Miami Dade College,7,InterAmerican Campus,51329,0,0,0,0,0,0,1,2,0,0,0,0,0,0.0019482164,0.0038964328,0,FL,25.777662,-80.190764
2006,135717,Miami Dade College,8,West Campus,51329,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0019482164,0,FL,25.777662,-80.190764
2006,135717,Miami Dade College,9,Hialeah Campus,51329,0,0,0,0,0,1,1,1,0,0,0,0,0.0019482164,0.0019482164,0.0019482164,0,FL,25.777662,-80.190764
2007,135717,Miami Dade College,1,Main-Wolfson,54094,0,0,0,0,0,0,9,0,0,0,0,0,0,0.0166377047,0,0,FL,25.777662,-80.190764
2007,135717,Miami Dade College,2,North Campus,54094,0,0,0,0,0,0,2,5,0,0,0,0,0,0.0036972677,0.0092431693,0,FL,25.777662,-80.190764
2007,135717,Miami Dade College,3,Kendall Campus,54094,0,0,0,0,1,0,0,12,0,0,0,0.0018486339,0,0,0.0221836063,0,FL,25.777662,-80.190764
2007,135717,Miami Dade College,5,Medical Center Campus,54094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2007,135717,Miami Dade College,6,Homestead Campus,54094,0,0,0,0,0,0,6,1,0,0,0,0,0,0.0110918032,0.0018486339,0,FL,25.777662,-80.190764
2007,135717,Miami Dade College,7,InterAmerican Campus,54094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0018486339,0,FL,25.777662,-80.190764
2007,135717,Miami Dade College,8,West Campus,54094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2007,135717,Miami Dade College,9,Hialeah Campus,54094,0,0,0,0,0,1,0,0,0,0,0,0,0.0018486339,0,0,0,FL,25.777662,-80.190764
2008,135717,Miami Dade College,1,Main-Wolfson,57222,0,0,0,0,1,0,5,0,0,0,0,0.0017475796,0,0.008737898,0,0,FL,25.777662,-80.190764
2008,135717,Miami Dade College,2,North Campus,57222,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0.0104854776,0,FL,25.777662,-80.190764
2008,135717,Miami Dade College,3,Kendall Campus,57222,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.008737898,0,FL,25.777662,-80.190764
2008,135717,Miami Dade College,5,Medical Center Campus,57222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2008,135717,Miami Dade College,6,Homestead Campus,57222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0017475796,0,FL,25.777662,-80.190764
2008,135717,Miami Dade College,7,InterAmerican Campus,57222,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0017475796,0,0,FL,25.777662,-80.190764
2008,135717,Miami Dade College,8,West Campus,57222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2008,135717,Miami Dade College,9,Hialeah Campus,57222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0017475796,0,FL,25.777662,-80.190764
2009,135717,Miami Dade College,1,Main-Wolfson,59120,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0033829499,0,0,FL,25.777662,-80.190764
2009,135717,Miami Dade College,2,North Campus,59120,0,0,0,0,0,1,0,7,0,0,0,0,0.001691475,0,0.0118403248,0,FL,25.777662,-80.190764
2009,135717,Miami Dade College,3,Kendall Campus,59120,0,0,0,0,1,1,2,5,0,0,0,0.001691475,0.001691475,0.0033829499,0.0084573748,0,FL,25.777662,-80.190764
2009,135717,Miami Dade College,5,Medical Center Campus,59120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001691475,0,FL,25.777662,-80.190764
2009,135717,Miami Dade College,6,Homestead Campus,59120,0,0,0,0,1,0,1,0,0,0,0,0.001691475,0,0.001691475,0,0,FL,25.777662,-80.190764
2009,135717,Miami Dade College,7,InterAmerican Campus,59120,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0050744249,0,FL,25.777662,-80.190764
2009,135717,Miami Dade College,8,West Campus,59120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2009,135717,Miami Dade College,9,Hialeah Campus,59120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2010,135717,Miami Dade College,1,Main-Wolfson,61674,0,0,0,0,1,0,3,1,0,0,0,0.0016214288,0,0.0048642864,0.0016214288,0,FL,25.777662,-80.190764
2010,135717,Miami Dade College,2,North Campus,61674,0,0,0,0,1,0,1,16,0,0,0,0.0016214288,0,0.0016214288,0.0259428608,0,FL,25.777662,-80.190764
2010,135717,Miami Dade College,3,Kendall Campus,61674,0,0,0,0,4,0,0,13,1,0,0,0.0064857152,0,0,0.0210785744,0.0016214288,FL,25.777662,-80.190764
2010,135717,Miami Dade College,5,Medical Center Campus,61674,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0016214288,0,0,FL,25.777662,-80.190764
2010,135717,Miami Dade College,6,Homestead Campus,61674,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0016214288,0,0,FL,25.777662,-80.190764
2010,135717,Miami Dade College,7,InterAmerican Campus,61674,0,0,0,0,1,0,1,0,0,0,0,0.0016214288,0,0.0016214288,0,0,FL,25.777662,-80.190764
2010,135717,Miami Dade College,8,West Campus,61674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2010,135717,Miami Dade College,9,Hialeah Campus,61674,0,0,0,0,2,0,0,1,0,0,0,0.0032428576,0,0,0.0016214288,0,FL,25.777662,-80.190764
2011,135717,Miami Dade College,1,Main-Wolfson,63736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2011,135717,Miami Dade College,2,North Campus,63736,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0.0266725242,0,FL,25.777662,-80.190764
2011,135717,Miami Dade College,3,Kendall Campus,63736,0,0,0,0,4,2,0,16,0,0,0,0.006275888,0.003137944,0,0.0251035522,0,FL,25.777662,-80.190764
2011,135717,Miami Dade College,5,Medical Center Campus,63736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2011,135717,Miami Dade College,6,Homestead Campus,63736,0,0,0,0,1,0,0,0,0,0,0,0.001568972,0,0,0,0,FL,25.777662,-80.190764
2011,135717,Miami Dade College,7,InterAmerican Campus,63736,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.003137944,0,FL,25.777662,-80.190764
2011,135717,Miami Dade College,8,West Campus,63736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2011,135717,Miami Dade College,9,Hialeah Campus,63736,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.001568972,0,FL,25.777662,-80.190764
2012,135717,Miami Dade College,1,Main-Wolfson,66701,0,0,0,0,1,0,2,0,0,0,0,0.0014992279,0,0.0029984558,0,0,FL,25.777662,-80.190764
2012,135717,Miami Dade College,2,North Campus,66701,0,0,0,0,0,0,5,3,0,0,0,0,0,0.0074961395,0.0044976837,0,FL,25.777662,-80.190764
2012,135717,Miami Dade College,3,Kendall Campus,66701,0,0,0,0,4,2,0,16,0,0,0,0.0059969116,0.0029984558,0,0.0239876464,0,FL,25.777662,-80.190764
2012,135717,Miami Dade College,5,Medical Center Campus,66701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2012,135717,Miami Dade College,6,Homestead Campus,66701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2012,135717,Miami Dade College,7,InterAmerican Campus,66701,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0014992279,0,0,FL,25.777662,-80.190764
2012,135717,Miami Dade College,8,West Campus,66701,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0014992279,0,0,FL,25.777662,-80.190764
2012,135717,Miami Dade College,9,Hialeah Campus,66701,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0014992279,0,0,FL,25.777662,-80.190764
2013,135717,Miami Dade College,1,Main-Wolfson,66298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0015083411,0,FL,25.777662,-80.190764
2013,135717,Miami Dade College,2,North Campus,66298,0,0,0,0,3,0,11,2,0,0,0,0.0045250234,0,0.0165917524,0.0030166823,0,FL,25.777662,-80.190764
2013,135717,Miami Dade College,3,Kendall Campus,66298,0,0,1,0,1,0,3,5,0,0.0015083411,0,0.0015083411,0,0.0045250234,0.0075417056,0,FL,25.777662,-80.190764
2013,135717,Miami Dade College,5,Medical Center Campus,66298,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0030166823,0,FL,25.777662,-80.190764
2013,135717,Miami Dade College,6,Homestead Campus,66298,0,0,1,0,2,0,0,0,0,0.0015083411,0,0.0030166823,0,0,0,0,FL,25.777662,-80.190764
2013,135717,Miami Dade College,7,InterAmerican Campus,66298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0015083411,0,FL,25.777662,-80.190764
2013,135717,Miami Dade College,8,West Campus,66298,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0030166823,0,0,FL,25.777662,-80.190764
2013,135717,Miami Dade College,9,Hialeah Campus,66298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,25.777662,-80.190764
2001,171100,Michigan State University,1,Main Campus,44227,0,0,20,0,8,10,121,18,3,0.0452212449,0,0.018088498,0.0226106225,0.2735885319,0.0406991204,0.0067831867,MI,42.701848,-84.482172
2002,171100,Michigan State University,1,Main Campus,44937,0,0,25,0,7,11,136,17,3,0.0556334424,0,0.0155773639,0.0244787146,0.3026459265,0.0378307408,0.0066760131,MI,42.701848,-84.482172
2003,171100,Michigan State University,1,Main Campus,44542,0,0,14,0,11,16,116,26,3,0.0314310089,0,0.0246957927,0.0359211531,0.2604283598,0.0583718737,0.0067352162,MI,42.701848,-84.482172
2004,171100,Michigan State University,1,Main Campus,44836,0,0,29,0,14,7,143,13,4,0.0646801677,0,0.0312249086,0.0156124543,0.3189401374,0.0289945579,0.0089214024,MI,42.701848,-84.482172
2005,171100,Michigan State University,1,Main Campus,45166,0,0,14,0,10,14,116,12,2,0.0309967675,0,0.0221405482,0.0309967675,0.2568303591,0.0265686578,0.0044281096,MI,42.701848,-84.482172
2006,171100,Michigan State University,1,Main Campus,45520,0,0,14,0,6,13,161,8,3,0.0307557118,0,0.0131810193,0.0285588752,0.3536906854,0.0175746924,0.0065905097,MI,42.701848,-84.482172
2007,171100,Michigan State University,1,Main Campus,46045,0,0,18,0,11,10,122,9,1,0.0390921924,0,0.0238896731,0.0217178847,0.2649581931,0.0195460962,0.0021717885,MI,42.701848,-84.482172
2008,171100,Michigan State University,1,Main Campus,46510,0,0,8,0,4,11,142,13,2,0.017200602,0,0.008600301,0.0236508278,0.3053106859,0.0279509783,0.0043001505,MI,42.701848,-84.482172
2009,171100,Michigan State University,1,Main Campus,47071,0,0,16,0,5,9,123,9,7,0.0339912048,0,0.0106222515,0.0191200527,0.2613073867,0.0191200527,0.0148711521,MI,42.701848,-84.482172
2010,171100,Michigan State University,1,Main Campus,46985,0,0,14,0,8,8,95,12,2,0.0297967436,0,0.0170267107,0.0170267107,0.202192189,0.025540066,0.0042566777,MI,42.701848,-84.482172
2010,171100,Michigan State University,2,MSU College of Human Medicine -- Grand Rapids,46985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,42.701848,-84.482172
2010,171100,Michigan State University,3,MSU Eli Broad Graduate School of Management -- Troy,46985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,42.701848,-84.482172
2011,171100,Michigan State University,1,Main Campus,47825,0,0,15,0,1,10,77,9,0,0.0313643492,0,0.0020909566,0.0209095661,0.1610036592,0.0188186095,0,MI,42.701848,-84.482172
2011,171100,Michigan State University,2,MSU College of Human Medicine -- Grand Rapids,47825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,42.701848,-84.482172
2011,171100,Michigan State University,3,MSU Eli Broad Graduate School of Management -- Troy,47825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,42.701848,-84.482172
2012,171100,Michigan State University,1,Main Campus,48783,0,1,20,0,3,7,77,14,1,0.0409978886,0,0.0061496833,0.014349261,0.1578418711,0.028698522,0.0020498944,MI,42.701848,-84.482172
2012,171100,Michigan State University,2,MSU College of Human Medicine -- Grand Rapids,48783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,42.701848,-84.482172
2012,171100,Michigan State University,3,MSU Eli Broad Graduate School of Management -- Troy,48783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,42.701848,-84.482172
2013,171100,Michigan State University,1,Main Campus,49317,0,0,27,0,10,4,120,62,9,0.0547478557,0,0.0202769836,0.0081107934,0.2433238032,0.1257172983,0.0182492852,MI,42.701848,-84.482172
2013,171100,Michigan State University,2,MSU College of Human Medicine -- Grand Rapids,49317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,42.701848,-84.482172
2013,171100,Michigan State University,3,MSU Eli Broad Graduate School of Management -- Troy,49317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MI,42.701848,-84.482172
2001,199193,North Carolina State University at Raleigh,1,Main Campus,29286,0,0,7,0,2,7,44,10,4,0.0239022058,0,0.0068292017,0.0239022058,0.1502424367,0.0341460083,0.0136584033,NC,35.784663,-78.682095
2002,199193,North Carolina State University at Raleigh,1,Main Campus,29637,1,0,3,0,7,12,74,12,2,0.010122482,0,0.0236191247,0.0404899281,0.2496878901,0.0404899281,0.0067483214,NC,35.784663,-78.682095
2003,199193,North Carolina State University at Raleigh,1,Main Campus,29854,0,0,3,0,6,13,65,10,1,0.0100489047,0,0.0200978093,0.0435452536,0.2177262678,0.0334963489,0.0033496349,NC,35.784663,-78.682095
2004,199193,North Carolina State University at Raleigh,1,Main Campus,29957,0,0,2,0,6,3,97,6,2,0.0066762359,0,0.0200287078,0.0100143539,0.323797443,0.0200287078,0.0066762359,NC,35.784663,-78.682095
2005,199193,North Carolina State University at Raleigh,1,Main Campus,30148,0,0,6,0,5,4,102,7,1,0.0199018177,0,0.0165848481,0.0132678785,0.3383309009,0.0232187873,0.0033169696,NC,35.784663,-78.682095
2006,199193,North Carolina State University at Raleigh,1,Main Campus,31130,0,0,3,0,3,7,103,9,1,0.0096370061,0,0.0096370061,0.0224863476,0.3308705429,0.0289110183,0.0032123354,NC,35.784663,-78.682095
2007,199193,North Carolina State University at Raleigh,1,Main Campus,31802,0,0,6,0,8,6,57,9,1,0.0188667379,0,0.0251556506,0.0188667379,0.1792340104,0.0283001069,0.0031444563,NC,35.784663,-78.682095
2008,199193,North Carolina State University at Raleigh,1,Main Campus,32872,0,0,5,0,9,7,51,9,0,0.0152105135,0,0.0273789243,0.0212947189,0.1551472378,0.0273789243,0,NC,35.784663,-78.682095
2009,199193,North Carolina State University at Raleigh,1,Main Campus,33819,0,0,5,0,5,4,29,8,1,0.0147845885,0,0.0147845885,0.0118276708,0.0857506136,0.0236553417,0.0029569177,NC,35.784663,-78.682095
2010,199193,North Carolina State University at Raleigh,1,Main Campus,34376,0,0,5,0,1,12,34,13,0,0.0145450314,0,0.0029090063,0.0349080754,0.0989062136,0.0378170817,0,NC,35.784663,-78.682095
2011,199193,North Carolina State University at Raleigh,1,Main Campus,34767,0,0,7,0,6,9,41,12,0,0.0201340351,0,0.0172577444,0.0258866166,0.1179279202,0.0345154888,0,NC,35.784663,-78.682095
2012,199193,North Carolina State University at Raleigh,1,Main Campus,34340,0,0,2,0,8,9,29,11,0,0.0058241118,0,0.0232964473,0.0262085032,0.0844496214,0.032032615,0,NC,35.784663,-78.682095
2013,199193,North Carolina State University at Raleigh,1,Main Campus,34009,0,0,4,0,3,8,13,5,0,0.0117615925,0,0.0088211944,0.023523185,0.0382251757,0.0147019906,0,NC,35.784663,-78.682095
2001,105330,Northern Arizona University,1,Flagstaff Mountain Campus,19728,0,0,5,0,0,10,48,16,4,0.0253446878,0,0,0.0506893755,0.2433090024,0.0811030008,0.0202757502,AZ,35.189898,-111.65276
2002,105330,Northern Arizona University,1,Flagstaff Mountain Campus,19907,0,0,10,1,4,11,70,9,11,0.0502335862,0.0050233586,0.0200934345,0.0552569448,0.3516351032,0.0452102276,0.0552569448,AZ,35.189898,-111.65276
2003,105330,Northern Arizona University,1,Flagstaff Mountain Campus,18820,0,0,7,1,1,12,61,7,7,0.037194474,0.0053134963,0.0053134963,0.0637619554,0.3241232731,0.037194474,0.037194474,AZ,35.189898,-111.65276
2004,105330,Northern Arizona University,1,Flagstaff Mountain Campus,19137,0,0,9,0,2,10,55,8,4,0.0470293149,0,0.0104509589,0.0522547944,0.2874013691,0.0418038355,0.0209019178,AZ,35.189898,-111.65276
2005,105330,Northern Arizona University,1,Flagstaff Mountain Campus,18773,0,0,6,0,2,14,60,9,3,0.0319607948,0,0.0106535983,0.0745751878,0.3196079476,0.0479411921,0.0159803974,AZ,35.189898,-111.65276
2006,105330,Northern Arizona University,1,Flagstaff Mountain Campus,20555,0,0,6,1,3,8,56,14,2,0.0291899781,0.0048649964,0.0145949891,0.0389199708,0.2724397957,0.0681099489,0.0097299927,AZ,35.189898,-111.65276
2007,105330,Northern Arizona University,1,Flagstaff Mountain Campus,21347,0,0,8,0,1,9,58,8,2,0.0374759919,0,0.004684499,0.0421604909,0.2717009416,0.0374759919,0.009368998,AZ,35.189898,-111.65276
2008,105330,Northern Arizona University,1,Flagstaff Mountain Campus,22502,0,0,10,0,1,4,36,7,6,0.0444404942,0,0.0044440494,0.0177761977,0.159985779,0.0311083459,0.0266642965,AZ,35.189898,-111.65276
2009,105330,Northern Arizona University,1,Flagstaff Mountain Campus,23597,0,0,12,0,0,5,32,1,7,0.0508539221,0,0,0.0211891342,0.135610459,0.0042378268,0.0296647879,AZ,35.189898,-111.65276
2010,105330,Northern Arizona University,1,Flagstaff Mountain Campus,25197,0,0,7,0,2,4,18,2,1,0.027781085,0,0.0079374529,0.0158749057,0.0714370758,0.0079374529,0.0039687264,AZ,35.189898,-111.65276
2011,105330,Northern Arizona University,1,Flagstaff Mountain Campus,25359,0,0,13,0,3,5,35,2,1,0.0512638511,0,0.0118301195,0.0197168658,0.1380180606,0.0078867463,0.0039433732,AZ,35.189898,-111.65276
